"Gene","Comparison","log2FoldChange","padj"
"Mapkbp1","Condition_B",-0.6721,0.989715393613448
"Sryip2","Condition_B",0.8692,0.989715393613448
"LOC128924197","Condition_B",-0.7911,0.989715393613448
"LOC131385508","Condition_B",1.8453,0.152953464798396
"Mir297b","Condition_B",0.9174,0.989715393613448
"LOC131338152","Condition_B",-0.1095,0.993664186384228
"LOC131392217","Condition_B",0.4108,0.989715393613448
"Gm22268","Condition_B",1.5676,0.989715393613448
"LOC131391875","Condition_B",1.855,0.989715393613448
"Gm11110","Condition_B",1.2408,0.989715393613448
"Gm51953","Condition_B",-1.8898,0.177476531316061
"Tbbmd2","Condition_B",-0.7702,0.989715393613448
"Krt72","Condition_B",-0.2102,0.989715393613448
"Igkj5","Condition_B",2.0712,0.989715393613448
"LOC131295354","Condition_B",2.0774,0.166734058950096
"Gm24568","Condition_B",0.8166,0.989715393613448
"D3Ertd491e","Condition_B",1.1284,0.989715393613448
"A730060N03Rik","Condition_B",-2.0568,0.0877701069510335
"LOC131391848","Condition_B",1.5111,0.989715393613448
"LOC131374996","Condition_B",-2.2087,0.0733773762430064
"Gm35699","Condition_B",-0.3435,0.989715393613448
"Ywhag","Condition_B",-0.4357,0.989715393613448
"Gm12003","Condition_B",-0.4871,0.989715393613448
"Pank2","Condition_B",-0.1797,0.989715393613448
"Igkv13-85","Condition_B",1.4822,0.989715393613448
"Gm45998","Condition_B",-0.7916,0.989715393613448
"Stim1","Condition_B",0.4044,0.989715393613448
"LOC132409630","Condition_B",1.651,0.989715393613448
"LOC131388485","Condition_B",-1.6093,0.989715393613448
"LOC131295589","Condition_B",0.8122,0.989715393613448
"LOC131374002","Condition_B",-0.908,0.989715393613448
"LOC131386331","Condition_B",1.2893,0.989715393613448
"LOC132441543","Condition_B",0.7215,0.989715393613448
"n-TAcgc8","Condition_B",0.335,0.989715393613448
"LOC131337379","Condition_B",-0.0934,0.989715393613448
"Gm33102","Condition_B",-1.6496,0.989715393613448
"Pml","Condition_B",-0.7961,0.989715393613448
"LOC131392678","Condition_B",-0.7554,0.989715393613448
"Slc4a3","Condition_B",1.1344,0.989715393613448
"LOC131379275","Condition_B",-0.2022,0.989715393613448
"Gm16060","Condition_B",-0.1571,0.989715393613448
"LOC132411745","Condition_B",2.1785,0.0752194346515462
"Uros","Condition_B",-0.021,0.989715393613448
"Gm27549","Condition_B",-1.6992,0.989715393613448
"LOC131371513","Condition_B",0.8396,0.989715393613448
"AL024386","Condition_B",0.6554,0.989715393613448
"Gm46687","Condition_B",-1.9028,0.0468480173993989
"Lrrc37","Condition_B",-0.1803,0.989715393613448
"Prop1","Condition_B",0.7501,0.989715393613448
"LOC131387049","Condition_B",-1.0882,0.990974733686161
"Bslm1","Condition_B",0.6684,0.989715393613448
"Gm14976","Condition_B",-1.4928,0.177476531316061
"Gm38980","Condition_B",0.9995,0.998758264808805
"LOC128926717","Condition_B",0.9201,0.992409717504467
"LOC128926304","Condition_B",-1.0002,0.989715393613448
"Rab5if","Condition_B",0.4278,0.990974733686161
"Gm39928","Condition_B",1.7212,0.989715393613448
"Adora1","Condition_B",-0.4911,0.989715393613448
"D17Jcs34","Condition_B",0.6809,0.989715393613448
"Gm45959","Condition_B",0.1289,0.989715393613448
"LOC132441248","Condition_B",-0.0788,0.989715393613448
"LOC131297176","Condition_B",0.6494,0.990974733686161
"LOC131390541","Condition_B",0.8815,0.989715393613448
"B230207N12Rik","Condition_B",-0.4449,0.989715393613448
"LOC128924694","Condition_B",0.2186,0.989715393613448
"LOC132255347","Condition_B",0.675,0.989715393613448
"LOC131388323","Condition_B",-1.1196,0.990974733686161
"LOC131339374","Condition_B",-1.9905,0.177476531316061
"Uhrf2","Condition_B",-0.829,0.989715393613448
"Gm53968","Condition_B",1.7448,0.989715393613448
"P3h4","Condition_B",0.0781,0.989715393613448
"Gm41833","Condition_B",-1.7123,0.177476531316061
"D2Mit262","Condition_B",1.3143,0.989715393613448
"Ptov1","Condition_B",0.0959,0.989715393613448
"LOC131376652","Condition_B",1.5301,0.989715393613448
"Iapls2-15","Condition_B",1.9255,0.177768068069622
"LOC131374094","Condition_B",1.6596,0.177476531316061
"LOC132441340","Condition_B",-0.1961,0.989715393613448
"LOC109279884","Condition_B",-1.2551,0.989715393613448
"Fxyd1","Condition_B",0.3974,0.989715393613448
"Gm19295","Condition_B",-0.1633,0.989715393613448
"Gm46664","Condition_B",-1.512,0.994792239843971
"R75537","Condition_B",0.4816,0.989715393613448
"Zfp819","Condition_B",0.1236,0.989715393613448
"LOC128927778","Condition_B",0.1643,0.989715393613448
"LOC132410803","Condition_B",-0.1019,0.992409717504467
"Krtap28-13","Condition_B",-0.2091,0.989715393613448
"Gm22632","Condition_B",-0.6604,0.989715393613448
"LOC131338800","Condition_B",-1.5012,0.195891806375585
"Gm31884","Condition_B",0.688,0.989715393613448
"Dppa2","Condition_B",0.9566,0.989715393613448
"LOC131377598","Condition_B",-0.9457,0.989715393613448
"LOC131340417","Condition_B",-2.3854,0.0233040731048095
"LOC131297524","Condition_B",0.7259,0.989715393613448
"Ecsit","Condition_B",0.8979,0.989715393613448
"Snx19","Condition_B",-0.4149,0.989715393613448
"Tm2d2","Condition_B",-0.8028,0.989715393613448
"Itga2","Condition_B",0.28,0.989715393613448
"LOC131379858","Condition_B",-1.1086,0.989715393613448
"LOC131373131","Condition_B",0.4523,0.990974733686161
"Kbtbd8os","Condition_B",1.5157,0.989715393613448
"Actl9","Condition_B",-1.8485,0.989715393613448
"Acox1","Condition_B",-0.5665,0.989715393613448
"LOC132444982","Condition_B",0.6397,0.989715393613448
"Gm53663","Condition_B",1.3487,0.989715393613448
"LOC132440821","Condition_B",-0.2006,0.992409717504467
"Gm46607","Condition_B",0.0702,0.989715393613448
"Secia6","Condition_B",0.3005,0.989715393613448
"Mrgprb9-ps","Condition_B",1.1405,0.989715393613448
"Gm25744","Condition_B",0.7883,0.989715393613448
"Gm29498","Condition_B",-0.2759,0.989715393613448
"LOC132407861","Condition_B",-0.3572,0.989715393613448
"Lorp1","Condition_B",0.2432,0.990974733686161
"Snapc5","Condition_B",-1.8287,0.0258117533957257
"LOC131375169","Condition_B",-1.7261,0.989715393613448
"LOC131376551","Condition_B",-0.4658,0.989715393613448
"LOC131392363","Condition_B",2.1375,0.173404699015066
"LOC131338106","Condition_B",0.1351,0.989715393613448
"Gm11981","Condition_B",1.7553,0.177476531316061
"LOC132410378","Condition_B",-1.3874,0.989715393613448
"LOC131380054","Condition_B",0.1054,0.989715393613448
"Gm21530","Condition_B",0.2396,0.989715393613448
"LOC131340898","Condition_B",1.8269,0.989715393613448
"Mrg2-rs1","Condition_B",-2.169,0.989715393613448
"W10q5","Condition_B",-0.9184,0.998758264808805
"Gm30211","Condition_B",0.2985,0.989715393613448
"Gm19955","Condition_B",-1.1235,0.989715393613448
"Or10w3","Condition_B",1.6305,0.989715393613448
"LOC131392135","Condition_B",1.1364,0.989715393613448
"LOC131372405","Condition_B",0.3774,0.989715393613448
"C030034I22Rik","Condition_B",-0.615,0.989715393613448
"Gm6446","Condition_B",0.164,0.989715393613448
"LOC131296102","Condition_B",0.0792,0.989715393613448
"Gm15896","Condition_B",0.6491,0.989715393613448
"LOC131380209","Condition_B",-0.4624,0.989715393613448
"Gm23443","Condition_B",-0.1306,0.989715393613448
"LOC131392551","Condition_B",0.3512,0.989715393613448
"LOC131295080","Condition_B",0.5283,0.989715393613448
"LOC131377097","Condition_B",-0.2577,0.989715393613448
"Gm27228","Condition_B",-0.4463,0.989715393613448
"Or4c100","Condition_B",0.8318,0.992409717504467
"Stat1","Condition_C",-1.2169,0.977945819491324
"Stat2","Condition_C",0.5895,0.977945819491324
"Irf7","Condition_C",1.4487,0.977945819491324
"Isg15","Condition_C",-0.7097,0.977945819491324
"Ifit1","Condition_C",-0.7955,0.977945819491324
"Ifit2","Condition_C",-0.9653,0.977945819491324
"Ifit3","Condition_C",-0.4123,0.977945819491324
"Mx1","Condition_C",0.5991,0.977945819491324
"Oas1a","Condition_C",0.641,0.977945819491324
"Oas2","Condition_C",0.3987,0.977945819491324
"Rsad2","Condition_C",0.6836,0.977945819491324
"Ddx58","Condition_C",-0.422,0.977945819491324
"Ifih1","Condition_C",-0.1554,0.977945819491324
"Usp18","Condition_C",0.6138,0.977945819491324
"Bst2","Condition_C",-0.2534,0.977945819491324
"Mki67","Condition_C",-0.8655,0.977945819491324
"Top2a","Condition_C",2.0523,0.194838027379615
"Cdk1","Condition_C",2.4278,0.977945819491324
"Ccnb1","Condition_C",-1.5297,0.977945819491324
"Ccnb2","Condition_C",0.0264,0.977945819491324
"Aurkb","Condition_C",1.7409,0.977945819491324
"Bub1","Condition_C",-1.8179,0.0625688130814316
"Ube2c","Condition_C",-0.1668,0.977945819491324
"Cenpf","Condition_C",0.48,0.977945819491324
"Nusap1","Condition_C",1.6065,0.977945819491324
"Tpx2","Condition_C",0.1707,0.977945819491324
"Pttg1","Condition_C",-0.5122,0.977945819491324
"Cdc20","Condition_C",1.3067,0.977945819491324
"Plk1","Condition_C",1.6821,0.977945819491324
"Kif11","Condition_C",-0.8861,0.977945819491324
"Il6","Condition_C",2.8007,0.000140873465830887
"Cxcl10","Condition_C",2.7154,0.000189909332578191
"Ccl2","Condition_C",1.9515,0.000189909332578191
"Ccl5","Condition_C",-2.6047,0.000213518907354119
"Tnf","Condition_C",2.8473,0.000189909332578191
"Nfkbia","Condition_C",2.544,0.000213518907354119
"Socs3","Condition_C",3.2089,0.000189909332578191
"Icam1","Condition_C",2.4211,0.000213518907354119
"Jun","Condition_C",2.2666,0.000189909332578191
"Fos","Condition_C",-3.0061,0.000104376408425319
"Stat3","Condition_C",2.4447,0.000140873465830887
"Ptgs2","Condition_C",3.0369,0.000213518907354119
"Cxcl1","Condition_C",-2.7742,0.000213518907354119
"Il1b","Condition_C",-2.911,0.000140873465830887
"Tlr2","Condition_C",-2.7972,0.000113305687282277
"LOC109280139","Condition_C",0.0732,0.977945819491324
"Gm36476","Condition_C",0.3464,0.977945819491324
"LOC132410014","Condition_C",-0.1238,0.977945819491324
"LOC131297337","Condition_C",0.3848,0.977945819491324
"Gm12470","Condition_C",-0.2188,0.977945819491324
"Mir6959","Condition_C",-0.2865,0.977945819491324
"D16Mit15","Condition_C",-0.2287,0.984104495768974
"LOC110120508","Condition_C",0.575,0.977945819491324
"LOC131296211","Condition_C",0.739,0.977945819491324
"LOC132412716","Condition_C",2.1019,0.977945819491324
"D2Mit84","Condition_C",-1.8702,0.17198365748534
"Gm22657","Condition_C",-0.6367,0.977945819491324
"Gm14443","Condition_C",0.5797,0.977945819491324
"Gm45945","Condition_C",1.4739,0.977945819491324
"Gm36852","Condition_C",1.104,0.983641575391476
"Gm36638","Condition_C",-0.4209,0.977945819491324
"Dpf3","Condition_C",-0.6104,0.977945819491324
"LOC132443524","Condition_C",1.5268,0.977945819491324
"Lhfpl4","Condition_C",-2.2191,0.194838027379615
"LOC132445372","Condition_C",0.1931,0.977945819491324
"LOC132443987","Condition_C",1.5306,0.977945819491324
"LOC131379723","Condition_C",-0.0072,0.977945819491324
"D10Mit216","Condition_C",-0.7361,0.977945819491324
"Vmn2r73","Condition_C",1.8736,0.15130880163284
"Gm52033","Condition_C",0.0719,0.977945819491324
"LOC132440556","Condition_C",-1.4036,0.977945819491324
"LOC131339780","Condition_C",-0.1543,0.977945819491324
"LOC131372402","Condition_C",-0.3767,0.977945819491324
"LOC131297718","Condition_C",2.0214,0.138205650283708
"LOC131392458","Condition_C",-0.4781,0.977945819491324
"Sipa1l1","Condition_C",0.434,0.977945819491324
"Adra1d","Condition_C",-1.4561,0.0625688130814316
"LOC131337711","Condition_C",-0.2514,0.977945819491324
"Gm12312","Condition_C",-0.0392,0.977945819491324
"LOC128927439","Condition_C",2.1434,0.977945819491324
"Gins4","Condition_C",1.3932,0.977945819491324
"Acadvl","Condition_C",1.3993,0.977945819491324
"LOC109279869","Condition_C",0.0523,0.977945819491324
"Gm6221","Condition_C",-0.7558,0.977945819491324
"LOC132444008","Condition_C",0.514,0.977945819491324
"LOC131341594","Condition_C",0.0594,0.977945819491324
"Slc5a9","Condition_C",1.7822,0.138205650283708
"Gm23953","Condition_C",-1.7387,0.977945819491324
"Gm52547","Condition_C",-0.1825,0.977945819491324
"LOC131390711","Condition_C",1.3353,0.977945819491324
"LOC132411212","Condition_C",-1.8887,0.977945819491324
"Tlr8","Condition_C",-0.2337,0.977945819491324
"Gm5962","Condition_C",0.3007,0.977945819491324
"Atr","Condition_C",-0.1977,0.977945819491324
"LOC132442076","Condition_C",-0.8386,0.977945819491324
"LOC131386925","Condition_C",-0.11,0.977945819491324
"Snord116l14","Condition_C",1.2047,0.977945819491324
"n-TPcgg1","Condition_C",-1.2135,0.977945819491324
"Tb2r1","Condition_C",1.2734,0.977945819491324
"LOC109286557","Condition_C",0.8226,0.977945819491324
"LOC132441430","Condition_C",-1.113,0.977945819491324
"LOC131295964","Condition_C",-1.3507,0.977945819491324
"Gm3032","Condition_C",0.0311,0.977945819491324
"Tle1","Condition_C",0.2577,0.977945819491324
"Gm35597","Condition_C",1.0676,0.977945819491324
"D6Mit132","Condition_C",-0.0338,0.977945819491324
"LOC131377877","Condition_C",0.3783,0.977945819491324
"Luzp2","Condition_C",-1.9869,0.194838027379615
"Gm32973","Condition_C",-2.3453,0.194838027379615
"Gpc1","Condition_C",0.7435,0.977945819491324
"Gm18815","Condition_C",0.2915,0.977945819491324
"Gm11662","Condition_C",0.3429,0.977945819491324
"LOC131340273","Condition_C",1.0824,0.977945819491324
"LOC131339130","Condition_C",0.992,0.977945819491324
"Lsd","Condition_C",-0.0554,0.99236057382077
"LOC131339559","Condition_C",2.1175,0.173477859534988
"LOC131388033","Condition_C",1.5233,0.977945819491324
"LOC131392518","Condition_C",-1.6461,0.194838027379615
"Stard3","Condition_C",-0.8795,0.977945819491324
"Lbm12","Condition_C",1.3034,0.977945819491324
"LOC131373628","Condition_C",-1.3347,0.173477859534988
"LOC131375495","Condition_C",-1.4164,0.977945819491324
"Gm13793","Condition_C",1.1632,0.977945819491324
"LOC131296971","Condition_C",0.076,0.977945819491324
"LOC128924992","Condition_C",0.8703,0.977945819491324
"D7Ertd526e","Condition_C",1.7452,0.977945819491324
"LOC132409884","Condition_C",0.9719,0.977945819491324
"Fam168a","Condition_C",-0.3182,0.977945819491324
"B230325K18Rik","Condition_C",1.2778,0.138205650283708
"LOC132407752","Condition_C",-2.2546,0.111665493517066
"LOC131373657","Condition_C",-0.7395,0.977945819491324
"LOC128925516","Condition_C",0.4406,0.977945819491324
"LOC131380156","Condition_C",-0.2693,0.977945819491324
"Gm41790","Condition_C",0.5924,0.977945819491324
"D10Mit265","Condition_C",0.7492,0.977945819491324
"Gm25870","Condition_C",0.3271,0.977945819491324
"LOC131339516","Condition_C",-0.3588,0.977945819491324
"Ralgps2","Condition_C",-1.3481,0.977945819491324
"D11Mit87","Condition_C",0.1032,0.977945819491324
"LOC116803645","Condition_C",-0.934,0.977945819491324
"Gm34759","Condition_C",0.5814,0.977945819491324
"Gm40394","Condition_C",0.6956,0.977945819491324
"LOC131388656","Condition_C",0.2844,0.977945819491324
"Gm9022","Condition_C",-0.9343,0.977945819491324
"Mmrn1","Condition_C",-0.6796,0.977945819491324
"LOC131392628","Condition_C",-1.7407,0.105769231969025
"LOC131337165","Condition_C",0.1325,0.977945819491324
"LOC110120544","Condition_C",2.1209,0.977945819491324
"Dynlt5","Condition_C",-0.8286,0.977945819491324
"Gm12101","Condition_C",-1.9412,0.977945819491324
"Zpld2","Condition_C",-0.1084,0.977945819491324
"Gm2551","Condition_C",-0.7553,0.977945819491324
"Rasa4","Condition_C",-1.9552,0.977945819491324
"Gm51413","Condition_C",-0.7869,0.977945819491324
"LOC131297374","Condition_C",-0.3362,0.977945819491324
"LOC131340801","Condition_C",-0.992,0.977945819491324
"Gm33555","Condition_C",0.6441,0.977945819491324
"LOC131297408","Condition_C",0.8169,0.977945819491324
"LOC131379065","Condition_C",1.7348,0.15130880163284
"LOC131387503","Condition_C",1.919,0.15130880163284
"Gm232","Condition_C",0.5348,0.977945819491324
"LOC128924776","Condition_C",-0.7694,0.977945819491324
"Gm17450","Condition_C",2.1229,0.158701418696752
"LOC131338569","Condition_C",0.1342,0.977945819491324
"Dok2","Condition_C",-0.8785,0.977945819491324
"Lpcat3","Condition_C",-0.2652,0.977945819491324
"Gm29418","Condition_C",-0.6939,0.977945819491324
"Ddx27","Condition_C",1.605,0.194838027379615
"LOC128927426","Condition_C",2.0066,0.19214170020848
"Ses4","Condition_C",-0.7594,0.977945819491324
"Hcrt","Condition_C",-0.8657,0.977945819491324
"A430023P06Rik","Condition_C",0.0099,0.977945819491324
"LOC131378101","Condition_C",1.0935,0.977945819491324
"Gm46968","Condition_C",-0.8,0.977945819491324
"LOC131337773","Condition_C",0.1963,0.977945819491324
"Daq2","Condition_C",-0.5905,0.977945819491324
"LOC128927645","Condition_C",-0.9797,0.977945819491324
"Gm46963","Condition_C",0.982,0.977945819491324
"Snord57","Condition_C",1.6302,0.15130880163284
"Gm22885","Condition_C",1.4587,0.984104495768974
"Nlrp9a","Condition_C",-0.6183,0.977945819491324
"Inca1","Condition_C",0.5913,0.977945819491324
"LOC109280009","Condition_C",0.9996,0.977945819491324
"Gm38757","Condition_C",1.9266,0.977945819491324
"Alas1","Condition_C",-2.3136,0.167290585775382
"LOC131387207","Condition_C",0.0688,0.977945819491324
"LOC131392522","Condition_C",0.8422,0.977945819491324
"LOC131377409","Condition_C",-0.4515,0.977945819491324
"LOC131375788","Condition_C",0.5354,0.977945819491324
"Mapkbp1","Condition_C",-0.3876,0.977945819491324
"Sryip2","Condition_C",-1.02,0.977945819491324
"LOC128924197","Condition_C",-2.0135,0.977945819491324
"LOC131385508","Condition_C",0.4632,0.977945819491324
"Mir297b","Condition_C",-0.3077,0.977945819491324
"LOC131338152","Condition_C",1.5461,0.977945819491324
"LOC131392217","Condition_C",-1.0047,0.977945819491324
"Gm22268","Condition_C",-0.4396,0.977945819491324
"LOC131391875","Condition_C",0.7266,0.977945819491324
"Gm11110","Condition_C",-0.2349,0.977945819491324
"Gm51953","Condition_C",0.4393,0.977945819491324
"Tbbmd2","Condition_C",1.2175,0.977945819491324
"Krt72","Condition_C",1.9591,0.977945819491324
"Igkj5","Condition_C",2.4198,0.0625688130814316
"LOC131295354","Condition_C",-0.7543,0.977945819491324
"Gm24568","Condition_C",-0.9762,0.977945819491324
"D3Ertd491e","Condition_C",-0.4919,0.977945819491324
"A730060N03Rik","Condition_C",-0.3839,0.977945819491324
"LOC131391848","Condition_C",-1.0899,0.977945819491324
"LOC131374996","Condition_C",0.538,0.977945819491324
"Gm35699","Condition_C",1.6131,0.111665493517066
"Ywhag","Condition_C",-0.399,0.977945819491324
"Gm12003","Condition_C",-0.9363,0.977945819491324
"Pank2","Condition_C",-1.1465,0.977945819491324
"Igkv13-85","Condition_C",0.6931,0.977945819491324
"Gm45998","Condition_C",0.0284,0.977945819491324
"Stim1","Condition_C",-1.7144,0.977945819491324
"LOC132409630","Condition_C",2.2799,0.111665493517066
"LOC131388485","Condition_C",3e-04,0.977945819491324
"LOC131295589","Condition_C",-0.7594,0.977945819491324
"LOC131374002","Condition_C",-1.0992,0.977945819491324
"LOC131386331","Condition_C",-0.4077,0.977945819491324
"LOC132441543","Condition_C",-0.6321,0.977945819491324
"n-TAcgc8","Condition_C",-0.6069,0.977945819491324
"LOC131337379","Condition_C",-2.0727,0.977945819491324
"Gm33102","Condition_C",-0.1344,0.977945819491324
"Pml","Condition_C",0.8538,0.977945819491324
"LOC131392678","Condition_C",1.0407,0.977945819491324
"Slc4a3","Condition_C",1.8669,0.977945819491324
"LOC131379275","Condition_C",0.2388,0.977945819491324
"Gm16060","Condition_C",-0.9468,0.977945819491324
"LOC132411745","Condition_C",0.4521,0.98260224965796
"Uros","Condition_C",0.9899,0.977945819491324
"Gm27549","Condition_C",1.6979,0.977945819491324
"LOC131371513","Condition_C",0.7301,0.977945819491324
"AL024386","Condition_C",1.2764,0.977945819491324
"Gm46687","Condition_C",0.3953,0.977945819491324
"Lrrc37","Condition_C",-1.1498,0.977945819491324
"Prop1","Condition_C",-0.7752,0.977945819491324
"LOC131387049","Condition_C",1.6983,0.977945819491324
"Bslm1","Condition_C",0.6337,0.977945819491324
"Gm14976","Condition_C",-0.6009,0.977945819491324
"Gm38980","Condition_C",-1.9274,0.0807063384877983
"LOC128926717","Condition_C",-0.8286,0.977945819491324
"LOC128926304","Condition_C",0.1336,0.977945819491324
"Rab5if","Condition_C",-0.225,0.977945819491324
"Gm39928","Condition_C",-0.8476,0.977945819491324
"Adora1","Condition_C",1.0928,0.977945819491324
"D17Jcs34","Condition_C",2.167,0.111665493517066
"Gm45959","Condition_C",0.682,0.977945819491324
"LOC132441248","Condition_C",-0.3421,0.977945819491324
"LOC131297176","Condition_C",0.1575,0.977945819491324
"LOC131390541","Condition_C",0.9302,0.977945819491324
"B230207N12Rik","Condition_C",0.6082,0.977945819491324
"LOC128924694","Condition_C",-1.4437,0.0625688130814316
"LOC132255347","Condition_C",-1.644,0.977945819491324
"LOC131388323","Condition_C",0.1595,0.977945819491324
"LOC131339374","Condition_C",-0.1726,0.977945819491324
"Uhrf2","Condition_C",-0.5852,0.977945819491324
"Gm53968","Condition_C",-0.5046,0.977945819491324
"P3h4","Condition_C",1.5082,0.977945819491324
"Gm41833","Condition_C",0.3875,0.977945819491324
"D2Mit262","Condition_C",-0.1301,0.977945819491324
"Ptov1","Condition_C",0.8451,0.977945819491324
"LOC131376652","Condition_C",-0.4909,0.977945819491324
"Iapls2-15","Condition_C",0.125,0.977945819491324
"LOC131374094","Condition_C",1.3022,0.977945819491324
"LOC132441340","Condition_C",-0.2994,0.977945819491324
"LOC109279884","Condition_C",-0.7192,0.977945819491324
"Fxyd1","Condition_C",-0.4935,0.977945819491324
"Gm19295","Condition_C",-0.9457,0.977945819491324
"Gm46664","Condition_C",0.2274,0.977945819491324
"R75537","Condition_C",0.2951,0.977945819491324
"Zfp819","Condition_C",0.7701,0.977945819491324
"LOC128927778","Condition_C",1.6216,0.977945819491324
"LOC132410803","Condition_C",1.2647,0.977945819491324
"Krtap28-13","Condition_C",-1.1257,0.977945819491324
"Gm22632","Condition_C",1.7992,0.977945819491324
"LOC131338800","Condition_C",0.1254,0.977945819491324
"Gm31884","Condition_C",1.5448,0.0459016864729347
"Dppa2","Condition_C",1.6701,0.977945819491324
"LOC131377598","Condition_C",0.386,0.977945819491324
"LOC131340417","Condition_C",1.5577,0.977945819491324
"LOC131297524","Condition_C",-0.0392,0.977945819491324
"Ecsit","Condition_C",-0.658,0.977945819491324
"Snx19","Condition_C",-1.7694,0.977945819491324
"Tm2d2","Condition_C",1.0142,0.977945819491324
"Itga2","Condition_C",-0.7993,0.99236057382077
"LOC131379858","Condition_C",0.7842,0.977945819491324
"LOC131373131","Condition_C",0.1079,0.977945819491324
"Kbtbd8os","Condition_C",0.4252,0.977945819491324
"Actl9","Condition_C",1.14,0.977945819491324
"Acox1","Condition_C",-0.4368,0.977945819491324
"LOC132444982","Condition_C",-0.4154,0.977945819491324
"Gm53663","Condition_C",-0.2086,0.977945819491324
"LOC132440821","Condition_C",0.9543,0.977945819491324
"Gm46607","Condition_C",-0.4273,0.977945819491324
"Secia6","Condition_C",1.8589,0.138205650283708
"Mrgprb9-ps","Condition_C",-1.6546,0.17198365748534
"Gm25744","Condition_C",0.7009,0.977945819491324
"Gm29498","Condition_C",0.7171,0.977945819491324
"LOC132407861","Condition_C",0.0441,0.977945819491324
"Lorp1","Condition_C",0.6864,0.977945819491324
"Snapc5","Condition_C",0.2574,0.977945819491324
"LOC131375169","Condition_C",-0.5695,0.977945819491324
"LOC131376551","Condition_C",1.6239,0.977945819491324
"LOC131392363","Condition_C",-1.6767,0.977945819491324
"LOC131338106","Condition_C",0.761,0.977945819491324
"Gm11981","Condition_C",0.3075,0.977945819491324
"LOC132410378","Condition_C",-1.7161,0.194838027379615
"LOC131380054","Condition_C",-0.5503,0.977945819491324
"Gm21530","Condition_C",-0.2345,0.977945819491324
"LOC131340898","Condition_C",1.6251,0.988223128679504
"Mrg2-rs1","Condition_C",-2.028,0.105769231969025
"W10q5","Condition_C",-0.346,0.977945819491324
"Gm30211","Condition_C",-0.7905,0.977945819491324
"Gm19955","Condition_C",-0.446,0.977945819491324
"Or10w3","Condition_C",-0.0759,0.977945819491324
"LOC131392135","Condition_C",-1.2219,0.977945819491324
"LOC131372405","Condition_C",1.0284,0.977945819491324
"C030034I22Rik","Condition_C",0.088,0.977945819491324
"Gm6446","Condition_C",-1.7808,0.0625688130814316
"LOC131296102","Condition_C",0.8914,0.983641575391476
"Gm15896","Condition_C",1.2729,0.977945819491324
"LOC131380209","Condition_C",-1.2023,0.977945819491324
"Gm23443","Condition_C",0.5216,0.977945819491324
"LOC131392551","Condition_C",-0.3256,0.977945819491324
"LOC131295080","Condition_C",-0.0422,0.977945819491324
"LOC131377097","Condition_C",-0.5395,0.977945819491324
"Gm27228","Condition_C",0.1936,0.977945819491324
"Or4c100","Condition_C",0.0843,0.977945819491324
