Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,model_id,contrast_name,comparison_label,padj_plot,log_padj,significant,direction
Gene_2404,1634.3133499571054,0.4186260972167547,0.1675170927869461,2.499005267176989,0.012454245993765026,0.05788581531363258,Brain,Treatment vs Control,Brain | Treatment vs Control,0.05788581531363258,1.2374278453526577,FALSE,NS
Gene_1802,78.52621535135899,0.846798351295628,0.33912854192323183,2.4969834343442456,0.012525480787391904,0.05812349089792358,Brain,Treatment vs Control,Brain | Treatment vs Control,0.05812349089792358,1.2356483098561848,FALSE,NS
Gene_2961,102.08879639251099,0.7059914407917667,0.2829598357413063,2.4950235037498874,0.012594878726155436,0.058368926835760976,Brain,Treatment vs Control,Brain | Treatment vs Control,0.058368926835760976,1.2338182915038147,FALSE,NS
Gene_2890,7.727236647051397,-2.5277366883057844,1.0135570728191996,-2.4939263472109254,0.012633875677787077,0.05847301622598836,Brain,Treatment vs Control,Brain | Treatment vs Control,0.05847301622598836,1.2330445032806034,FALSE,NS
Gene_3475,49.24594073233703,0.9744637072352801,0.39148224090190165,2.4891645275921035,0.012804369554323201,0.05918464149553835,Brain,Treatment vs Control,Brain | Treatment vs Control,0.05918464149553835,1.2277909787351116,FALSE,NS
Gene_3270,143.02894659352964,-0.6053085021263466,0.24362360892306237,-2.484605267946368,0.012969515635284964,0.05986972230596297,Brain,Treatment vs Control,Brain | Treatment vs Control,0.05986972230596297,1.2227927562399445,FALSE,NS
Gene_0302,10.936508597821279,-1.9269842911477597,0.7789949622289847,-2.473680042338098,0.013372940297206645,0.061603008303036166,Brain,Treatment vs Control,Brain | Treatment vs Control,0.061603008303036166,1.2103980791098015,FALSE,NS
Gene_2892,25.080007432416096,1.6804897125030922,0.6793986611087998,2.4734957672134366,0.013379838907446769,0.061603008303036166,Brain,Treatment vs Control,Brain | Treatment vs Control,0.061603008303036166,1.2103980791098015,FALSE,NS
Gene_2475,3.094525679500521,-4.073705340857094,1.653786648779135,-2.4632592988124564,0.013768030501401877,0.06330787497133555,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06330787497133555,1.1985422640130698,FALSE,NS
Gene_2566,250.04634881616477,-0.5476051284646198,0.2227133016411734,-2.458789503946643,0.013940632800673513,0.06401828257556044,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06401828257556044,1.1936959808941956,FALSE,NS
Gene_1507,16.20731375840483,1.8615290206624864,0.7579269251365937,2.4560798131389796,0.014046195750173587,0.06441938803192451,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06441938803192451,1.1909834051856953,FALSE,NS
Gene_0091,47.272622843575995,0.9585105567482208,0.3923783154209207,2.4428224473107956,0.01457290486421135,0.06674843471483334,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06674843471483334,1.1755589142732177,FALSE,NS
Gene_3278,16.090512086238864,1.874010092175904,0.7686908942703676,2.4379241462911985,0.014771873336368688,0.06757224336015483,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06757224336015483,1.1702316625051976,FALSE,NS
Gene_0576,219.61368131604274,0.5369993321236582,0.22043650876895124,2.4360725685712517,0.014847705477786464,0.06783137799670923,Brain,Treatment vs Control,Brain | Treatment vs Control,0.06783137799670923,1.1685693601384568,FALSE,NS
Gene_0002,24.80146371230264,-1.1901924563759543,0.4966515475795634,-2.396433600532143,0.016555492762370234,0.07543843093781076,Brain,Treatment vs Control,Brain | Treatment vs Control,0.07543843093781076,1.1224073531728644,FALSE,NS
Gene_1926,226.6851645538353,-0.5366830485086153,0.22392892089315683,-2.3966669707870505,0.016544953492257524,0.07543843093781076,Brain,Treatment vs Control,Brain | Treatment vs Control,0.07543843093781076,1.1224073531728644,FALSE,NS
Gene_3333,39.64486665927889,-1.1381168944978783,0.4750944893467847,-2.395559030926025,0.01659504180599791,0.0755213228133959,Brain,Treatment vs Control,Brain | Treatment vs Control,0.0755213228133959,1.121930411645275,FALSE,NS
Gene_0300,108.53793126810307,-0.686097102665288,0.2865082221706503,-2.394685560739804,0.016634623921579644,0.07560415191093267,Brain,Treatment vs Control,Brain | Treatment vs Control,0.07560415191093267,1.1214543539366881,FALSE,NS
Gene_0434,28.067266815859657,-1.1080476477755226,0.463336877125181,-2.3914514524518586,0.016781903222821276,0.07617562233106037,Brain,Treatment vs Control,Brain | Treatment vs Control,0.07617562233106037,1.1181839890404197,FALSE,NS
Gene_2823,16.474060783160272,1.4199661999477013,0.5956302774040473,2.3839724973961722,0.01712688228611585,0.07764186636372518,Brain,Treatment vs Control,Brain | Treatment vs Control,0.07764186636372518,1.1099040335396648,FALSE,NS
Gene_0807,33.57058048163572,1.0130341965376313,0.4272815139318538,2.370882342218994,0.017745679122988224,0.08034256865863225,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08034256865863225,1.0950542874109592,FALSE,NS
Gene_2933,44.836609875700965,-0.8959192987114675,0.37795863591731405,-2.370416266682335,0.01776806806873598,0.08034256865863225,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08034256865863225,1.0950542874109592,FALSE,NS
Gene_1279,121.4043735303033,0.6615993142648281,0.2806156211227139,2.357671007828567,0.018389982910153004,0.082836916650065,Brain,Treatment vs Control,Brain | Treatment vs Control,0.082836916650065,1.0817760747566614,FALSE,NS
Gene_2268,186.09767180958383,-0.5752107107113072,0.24390620458164622,-2.3583275042056533,0.018357489228532555,0.082836916650065,Brain,Treatment vs Control,Brain | Treatment vs Control,0.082836916650065,1.0817760747566614,FALSE,NS
Gene_1320,350.1755328138447,0.5043123377414385,0.21389751721331846,2.3577288054189585,0.0183871201641382,0.082836916650065,Brain,Treatment vs Control,Brain | Treatment vs Control,0.082836916650065,1.0817760747566614,FALSE,NS
Gene_1216,44.9323848667949,0.9282602116591435,0.3939461983173609,2.356312145221775,0.018457400614703738,0.08303482006818373,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08303482006818373,1.0807397510896861,FALSE,NS
Gene_0471,20.677752416384163,-1.317580626816797,0.5596632149233268,-2.354238391382046,0.018560703402229546,0.08339345264330836,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08339345264330836,1.0788680451956245,FALSE,NS
Gene_1581,277.6636019027248,0.543979918703612,0.23112876113175404,2.3535795200906144,0.018593630410795998,0.08343537707179523,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08343537707179523,1.0786497669955895,FALSE,NS
Gene_1095,130.39593113523304,0.5838882132191916,0.24903010559190455,2.3446491010851203,0.019044994015494542,0.08535247001113905,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08535247001113905,1.0687839063396847,FALSE,NS
Gene_1899,12.081720435234255,1.8561454492109133,0.7920876077870087,2.3433587787047268,0.01911099562297094,0.08553984876306993,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08553984876306993,1.0678315219237513,FALSE,NS
Gene_0650,53.9656919798993,-0.8623006742621633,0.36937852617140743,-2.3344634654317153,0.019571466948786385,0.08749014807953055,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08749014807953055,1.0580408484129675,FALSE,NS
Gene_1551,9.635218278944713,-1.9016591889623793,0.8177453387448899,-2.3254907106913336,0.020045736058438044,0.08949712462454157,Brain,Treatment vs Control,Brain | Treatment vs Control,0.08949712462454157,1.048190917530512,FALSE,NS
Gene_3065,1403.7555997481875,-0.43828653887917507,0.1887496296405175,-2.3220524443619426,0.020230111900034237,0.09020640060343134,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09020640060343134,1.0447626459599413,FALSE,NS
Gene_3011,63.45781064669749,0.8230948531506884,0.3547414544381278,2.320266895377034,0.02032644378122799,0.0905217949753428,Brain,Treatment vs Control,Brain | Treatment vs Control,0.0905217949753428,1.0432468429170707,FALSE,NS
Gene_0385,526.1418479908504,0.509097879066867,0.2197289835439512,2.316935485049631,0.020507246402552477,0.09121210475399441,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09121210475399441,1.0399475226472508,FALSE,NS
Gene_3233,38.78533625261356,-0.9348092913823856,0.4037929149420732,-2.3150710594228485,0.02060904354267553,0.09154972106394557,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09154972106394557,1.0383429745799122,FALSE,NS
Gene_1561,35.65936228245779,1.09827830121245,0.474752360227224,2.313370913389028,0.020702254866407012,0.0918483980020266,Brain,Treatment vs Control,Brain | Treatment vs Control,0.0918483980020266,1.0369284141534618,FALSE,NS
Gene_1857,2845.3485732871864,-0.44175634709474687,0.19176038845609059,-2.30368925851389,0.021240093243518565,0.09411650339483915,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09411650339483915,1.0263342160533369,FALSE,NS
Gene_2968,14.203534502474152,1.5257430927675018,0.6627745771503728,2.3020543415040122,0.02133210783674885,0.09440592404348427,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09440592404348427,1.0250007525380311,FALSE,NS
Gene_1476,2080.519812417912,0.3985574864307604,0.17319503344639284,2.301206209554049,0.021379978077784422,0.09449950310380714,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09449950310380714,1.0245704750869487,FALSE,NS
Gene_1336,87.42771204941259,-0.6738321942354328,0.29353647929505455,-2.295565429733576,0.021700741304037863,0.09579752965178263,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09579752965178263,1.0186456900073853,FALSE,NS
Gene_0055,1488.982094186307,-0.41230378637016746,0.17996231595890097,-2.2910562368197556,0.02196016131922964,0.09682185838503243,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09682185838503243,1.014026585828374,FALSE,NS
Gene_0270,175.80642280893488,0.5595878795637564,0.2443305696630245,2.290290078460211,0.022004506581527146,0.09689655700159401,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09689655700159401,1.0136916543400933,FALSE,NS
Gene_1654,929.8702276225066,-0.5522623595012176,0.2418674524741516,-2.283326482550346,0.022411144197623595,0.09844199488546215,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09844199488546215,1.0068195940857538,FALSE,NS
Gene_2430,14106.821318819044,0.4136810291156185,0.18116598274838056,2.2834365637514606,0.022404665552874962,0.09844199488546215,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09844199488546215,1.0068195940857538,FALSE,NS
Gene_1600,7268.229786328202,-0.3649622081614908,0.16014399437966814,-2.2789628145295366,0.02266927586684402,0.09945230702873505,Brain,Treatment vs Control,Brain | Treatment vs Control,0.09945230702873505,1.002385137947006,FALSE,NS
Gene_3105,539.9769949700576,-0.4460907720522159,0.19611513746917525,-2.274637122911183,0.022927707240294904,0.10046142850270481,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10046142850270481,0.99800065071926,FALSE,NS
Gene_1054,657.0544917866719,-0.41144092953500433,0.18211848271463113,-2.2591937040223855,0.023871338297464108,0.10446664878692215,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10446664878692215,0.9810223369177393,FALSE,NS
Gene_1096,85.16903872429789,0.7749900267648014,0.34352576756259195,2.255988050804936,0.024071379483826965,0.10521186385020044,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10521186385020044,0.977935285712995,FALSE,NS
Gene_2256,1200.978350288702,-0.3889899000008041,0.17254750123865145,-2.2543931219426345,0.024171447608800346,0.10551881326508399,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10551881326508399,0.9766701017994822,FALSE,NS
Gene_0313,141.62612279915217,0.6565204935668919,0.29165486482183955,2.251018490529669,0.02438436627468054,0.10631703963905102,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10631703963905102,0.9733971246755945,FALSE,NS
Gene_0960,329.22465578507297,-0.4966308878966074,0.2209716945261,-2.247486443735209,0.024608955987093842,0.10716412360882244,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10716412360882244,0.9699505833607579,FALSE,NS
Gene_0139,493.58694432092784,-0.4047128407110627,0.18088712213939734,-2.237377851581818,0.025261654860878238,0.10987110896441014,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10987110896441014,0.9591164919883236,FALSE,NS
Gene_1724,31.136183519049762,-0.9692045661769875,0.43333025530976693,-2.236641809107351,0.02530976005100585,0.10994510017242835,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10994510017242835,0.9588241206960384,FALSE,NS
Gene_1435,229.66835540994353,0.5291382668560611,0.23664745125332246,2.235977036953751,0.025353275375315672,0.10999899598419167,Brain,Treatment vs Control,Brain | Treatment vs Control,0.10999899598419167,0.9586112788464591,FALSE,NS
Gene_3264,2106.632140989547,0.35157345474487517,0.1573096493246439,2.2349134732309026,0.025423029854922417,0.1101664627046638,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1101664627046638,0.9579505949493289,FALSE,NS
Gene_1342,247.25955907958806,-0.49915910804888325,0.22344489405044934,-2.233924879644747,0.02548801622748106,0.11031288296251289,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11031288296251289,0.9573737652315288,FALSE,NS
Gene_2028,575.144668194526,-0.6118746330348395,0.27396668106490746,-2.233390683335963,0.025523192034412966,0.11033008194826925,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11033008194826925,0.9573060592466454,FALSE,NS
Gene_2209,28.5233941897039,-1.028103858858131,0.46113012292103234,-2.229530901918962,0.025778601579548505,0.11129808935932052,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11129808935932052,0.953512291081521,FALSE,NS
Gene_2422,38.50867571910884,2.923781276054406,1.311870540000276,2.22871174167368,0.02583309050885703,0.11139732687721764,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11139732687721764,0.95312523049445,FALSE,NS
Gene_2042,1802.421612256145,-0.3686011509621132,0.16558841695625304,-2.226008061055951,0.026013641475965774,0.11203926462730203,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11203926462730203,0.9506297503425158,FALSE,NS
Gene_2414,882.6961296826291,-0.45182100287018334,0.20313581310701498,-2.224231148409844,0.02613289637468813,0.11241596299379225,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11241596299379225,0.9491720148534334,FALSE,NS
Gene_1201,96.24530325680334,0.6634149673244092,0.299335108844863,2.2162952080179763,0.026671291005916847,0.11459256986260263,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11459256986260263,0.9408435409400391,FALSE,NS
Gene_3098,6.204360167344607,-2.1679252247372056,0.9839457555146921,-2.203297501500157,0.027573786967879522,0.11832634795924998,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11832634795924998,0.9269185394022915,FALSE,NS
Gene_1312,25.68266578254479,-1.0545425533942099,0.47880513061756264,-2.2024462269943963,0.027633803567455515,0.11844015686608812,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11844015686608812,0.9265010260882826,FALSE,NS
Gene_3122,87.62026818974529,0.622724181927021,0.2832216531068315,2.198716712143929,0.02789807187658342,0.11942806556367916,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11942806556367916,0.9228936021249726,FALSE,NS
Gene_0436,7.6901949536946415,1.879471373607071,0.8553515045316015,2.1973087831724656,0.027998400801098305,0.11956804979792707,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11956804979792707,0.922384854212083,FALSE,NS
Gene_0234,134.2926351658774,-0.5597683591900223,0.254747913375077,-2.1973422736768398,0.027996010663693754,0.11956804979792707,Brain,Treatment vs Control,Brain | Treatment vs Control,0.11956804979792707,0.922384854212083,FALSE,NS
Gene_1198,1404.4009192452036,0.4163404416874079,0.1897047526873696,2.1946758623044635,0.028186857396222665,0.12022765712067955,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12022765712067955,0.9199956159168962,FALSE,NS
Gene_0513,143.29644839604828,0.5675932242803515,0.25869783281504705,2.1940393473885247,0.0282325809659919,0.12027759794668356,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12027759794668356,0.9198152537417671,FALSE,NS
Gene_2287,965.0818757059827,0.4758191825598781,0.2170345345547139,2.1923662219752647,0.028353073588333232,0.12064556944446005,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12064556944446005,0.9184886223764437,FALSE,NS
Gene_2358,4.798205175279911,-2.700894021306362,1.2331810567097579,-2.1901844880042183,0.028510859764306312,0.12102569042807579,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12102569042807579,0.9171224311142723,FALSE,NS
Gene_0092,6.936244549198507,-2.0100336166419353,0.9176782545506547,-2.1903467873128992,0.028499096057648873,0.12102569042807579,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12102569042807579,0.9171224311142723,FALSE,NS
Gene_2146,565.3429727735491,-0.4716222294688234,0.21541982004711732,-2.1893167925108683,0.028573822664817013,0.12114752631030332,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12114752631030332,0.9166854492173805,FALSE,NS
Gene_2896,3682.7563302180324,0.3853613531536013,0.17609389301511896,2.188385676273936,0.028641520759929536,0.12128912264324651,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12128912264324651,0.9161781454469915,FALSE,NS
Gene_3282,42.66346915504553,-0.9179106514033969,0.4196809343836564,-2.1871630951056686,0.02873061993859224,0.12152089964457198,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12152089964457198,0.9153490239607159,FALSE,NS
Gene_1252,9.234330787886682,-1.8537693642249158,0.8495140978346832,-2.182152561034558,0.029098275112108073,0.12292891373526182,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12292891373526182,0.9103459560166878,FALSE,NS
Gene_0366,27.083893811850956,1.1051673253299599,0.5067357357070843,2.180953991310365,0.0291868196565465,0.12315584046008164,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12315584046008164,0.9095449876459082,FALSE,NS
Gene_2259,47.65774354239122,-0.9283645662027131,0.42596029495082866,-2.1794626804591735,0.029297314138131685,0.12347473515188753,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12347473515188753,0.9084218967088086,FALSE,NS
Gene_0193,36.00044846113171,0.8860749418757771,0.40697402323833237,2.1772272707363274,0.02946361454324202,0.12402778693440927,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12402778693440927,0.9064810054799498,FALSE,NS
Gene_0141,13.67403405067045,1.8327579151656153,0.8438509826761197,2.171897589493061,0.029863388344537483,0.12526327542857002,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12526327542857002,0.902176236400034,FALSE,NS
Gene_2796,109.67144896395824,-0.6140815291673463,0.28272158542417636,-2.172036239277662,0.029852929586362608,0.12526327542857002,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12526327542857002,0.902176236400034,FALSE,NS
Gene_0508,2111.919745061187,-0.47087276040364706,0.2167685963206697,-2.1722369771084207,0.029837792925645656,0.12526327542857002,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12526327542857002,0.902176236400034,FALSE,NS
Gene_2743,30.3925229137143,-1.0251743425503839,0.47325518980004083,-2.1662189124297595,0.030294462595139057,0.12684070557021362,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12684070557021362,0.8967413508108422,FALSE,NS
Gene_3257,129.39899183213296,0.6468225824150678,0.29862540430704704,2.165999854955421,0.030311198022293692,0.12684070557021362,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12684070557021362,0.8967413508108422,FALSE,NS
Gene_3368,53.29552545186035,-0.7486575955667732,0.3458785531873336,-2.1645100243069644,0.030425228099118167,0.12711076570066562,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12711076570066562,0.895817665131348,FALSE,NS
Gene_2472,453.9901782148808,-0.4028907848704202,0.18615999051476168,-2.16421790609445,0.030447629679995415,0.12711076570066562,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12711076570066562,0.895817665131348,FALSE,NS
Gene_1977,239.06771097486282,-0.5524644245886167,0.255601570427681,-2.1614281307591927,0.030662283047321926,0.1278559349709084,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1278559349709084,0.8932791075649705,FALSE,NS
Gene_0338,7.265790860826788,-2.1890432037912895,1.0139527273675086,-2.158920376371617,0.03085634475136139,0.12843356385758575,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12843356385758575,0.8913214661946897,FALSE,NS
Gene_1288,399.19791724246016,-0.42200162713596967,0.19548878369038347,-2.1586999477388886,0.030873452850381188,0.12843356385758575,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12843356385758575,0.8913214661946897,FALSE,NS
Gene_1178,917.4515301694205,0.4348428840848945,0.20148155814952298,2.1582267284343217,0.030910208267435117,0.12843536596198657,Brain,Treatment vs Control,Brain | Treatment vs Control,0.12843536596198657,0.8913153724721234,FALSE,NS
Gene_0598,677.3752577431404,-0.46441844604508864,0.21535862793969326,-2.1564886927824385,0.031045525755431996,0.128846219567145,Brain,Treatment vs Control,Brain | Treatment vs Control,0.128846219567145,0.8899283194119818,FALSE,NS
Gene_0162,338.51235388792753,-0.44513662597493897,0.2065337540091368,-2.1552730114770813,0.03114047644422078,0.1290887745683056,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1290887745683056,0.8891115219086728,FALSE,NS
Gene_1975,23.44578610240068,-1.321423541935043,0.614614169826326,-2.1500050060812024,0.03155481880287248,0.1306532075959685,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1306532075959685,0.8838799236777252,FALSE,NS
Gene_2817,18.261269208181766,-1.4036748275590007,0.6539565151973218,-2.146434502813176,0.03183832907254039,0.13167290245672844,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13167290245672844,0.8805035912064721,FALSE,NS
Gene_1016,236.49692436324332,-0.4986676987293132,0.23238381926295987,-2.1458796068973847,0.031882585216068494,0.1317018940701147,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1317018940701147,0.8804079791894377,FALSE,NS
Gene_2555,116.11165254144426,0.6031297056541036,0.2814622931466578,2.1428437142016703,0.03212564984180104,0.13255110599837627,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13255110599837627,0.877616644188995,FALSE,NS
Gene_0888,270.05982139897895,-0.5054113695880434,0.23611119096175132,-2.1405650766884543,0.032309127613686255,0.13315276834731304,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13315276834731304,0.87564979981862745,FALSE,NS
Gene_3485,116.22743188208717,-0.5532131644489988,0.2585706594555049,-2.1395047899632105,0.0323948084085444,0.13335045696462514,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13335045696462514,0.875005491733572,FALSE,NS
Gene_3221,7.107283465655889,2.039573502068576,0.957948138759277,2.129106388483835,0.03324545934157146,0.1366929584090659,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1366929584090659,0.8642538570697281,FALSE,NS
Gene_1222,14.73536182330013,1.4538944300544827,0.6834799217246469,2.1271940606328625,0.03340396242469818,0.13718514649678604,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13718514649678604,0.8626929086270434,FALSE,NS
Gene_1499,153.68106707908387,-0.5719990495831943,0.2691773971397169,-2.124989154591971,0.03358751786954274,0.1377789596133447,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1377789596133447,0.8608170989850132,FALSE,NS
Gene_0232,83.68109016588103,-0.6327657177240513,0.2979576971938313,-2.1236763597096013,0.033697215493717306,0.13806877634505724,Brain,Treatment vs Control,Brain | Treatment vs Control,0.13806877634505724,0.8599045241312024,FALSE,NS
Gene_2364,382.1933372353207,-0.4332408485239606,0.20460882829646196,-2.1174103391874617,0.0342250374727963,0.14006913484237005,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14006913484237005,0.8536575538250444,FALSE,NS
Gene_0961,9.844758752146998,-1.5873351439891956,0.7500150691124978,-2.116404335538897,0.03431043365834769,0.14025629296637854,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14025629296637854,0.8530776438738654,FALSE,NS
Gene_3461,9.323887421092447,-1.8593766240863967,0.8792318053205573,-2.114774070767936,0.034449207824897014,0.14066096867071115,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14066096867071115,0.8518263961157302,FALSE,NS
Gene_3301,202.3658429082662,0.488846529933245,0.23124349418180062,2.1139904137104946,0.034516086094878,0.14077148838695341,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14077148838695341,0.8514852975382974,FALSE,NS
Gene_1205,392.9743075941913,0.42214210801968954,0.20031064108282987,2.1074372571406768,0.03507969496246551,0.1428475066444659,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1428475066444659,0.8451273356802597,FALSE,NS
Gene_2447,2293.83323871418,-0.3661763598540885,0.17377928481667637,-2.1071346923793364,0.0351059059032921,0.1428475066444659,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1428475066444659,0.8451273356802597,FALSE,NS
Gene_0615,547.8707605480779,-0.4043869805299425,0.1920229715700017,-2.1059302291992905,0.03521041337870379,0.14309826416863675,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14309826416863675,0.8443656343503205,FALSE,NS
Gene_1693,7993.070279489696,-0.3200571351425682,0.15201058783448604,-2.1054923851163356,0.03524846948271567,0.14309826416863675,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14309826416863675,0.8443656343503205,FALSE,NS
Gene_0323,67.21747671364781,0.6766067488633403,0.32153658931252443,2.104291615178196,0.03535301702650773,0.14335810574051758,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14335810574051758,0.8435777461855467,FALSE,NS
Gene_2886,509.6677998438728,-0.410306949412709,0.1953559251196082,-2.1003046063818918,0.03570205432629397,0.14460763355988027,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14460763355988027,0.8398087808628582,FALSE,NS
Gene_2828,54.20174315131507,-0.731224157749323,0.34829524136941675,-2.0994376922128417,0.03577833497664523,0.14475079230825807,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14475079230825807,0.8393790504387802,FALSE,NS
Gene_2343,684.3843548957301,0.3940532840351205,0.1878773945407476,2.0973959373790265,0.03595854042935461,0.14531359880936903,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14531359880936903,0.8376937414382694,FALSE,NS
Gene_0700,429.2281608254922,-0.5075927269178458,0.24322823778982106,-2.0868988384336693,0.036897279924532546,0.14893696554012226,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14893696554012226,0.826997498771187,FALSE,NS
Gene_0788,51.8128561385927,-0.8965355671614337,0.4302949449010548,-2.083537298741889,0.03720227554475419,0.14999686012115257,Brain,Treatment vs Control,Brain | Treatment vs Control,0.14999686012115257,0.8239178319198496,FALSE,NS
Gene_3273,3476.1497182161193,0.37818250166017237,0.18205031147544987,2.077351577128016,0.03776912194813255,0.1521089011487434,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1521089011487434,0.8178453710444897,FALSE,NS
Gene_2165,138.6320779339073,-0.5418849627611457,0.26126894859627525,-2.0740503824604555,0.0380746319670873,0.15316484486418736,Brain,Treatment vs Control,Brain | Treatment vs Control,0.15316484486418736,0.8148409046349814,FALSE,NS
Gene_2607,43.70416240773057,0.8401867913543974,0.40577562871496076,2.070569871372416,0.038399010162720654,0.154294204472023,Brain,Treatment vs Control,Brain | Treatment vs Control,0.154294204472023,0.8116503864001705,FALSE,NS
Gene_0362,176.23809523547615,0.46646988914231763,0.22548298085799384,2.0687587478546514,0.03856873127579574,0.1548002653702767,Brain,Treatment vs Control,Brain | Treatment vs Control,0.1548002653702767,0.8102282991521699,FALSE,NS
Gene_2056,346.71453124661787,-0.4137237920815203,0.2005867288358471,-2.0625681194497014,0.03915367932204712,0.15696985270154037,Brain,Treatment vs Control,Brain | Treatment vs Control,0.15696985270154037,0.8041837492632063,FALSE,NS
Gene_2342,50.57372175599188,-0.782072361093459,0.37927357776302095,-2.0620270088577493,0.03920516464340131,0.15699825841343945,Brain,Treatment vs Control,Brain | Treatment vs Control,0.15699825841343945,0.8041051652062322,FALSE,NS
Gene_0532,121.39885241732851,-0.5990141274478995,0.2906150900678093,-2.061194163414334,0.03928452014038187,0.15713808056152748,Brain,Treatment vs Control,Brain | Treatment vs Control,0.15713808056152748,0.8037185560570282,FALSE,NS
